年,月,日,時,分,秒,オーダー,ロット,生産数,不良数,ランスショート,ヒケショート,糸引き,薄壁ショート,PC保存日付,PC保存時間
2023,5,28,14,35,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:35:45
2023,5,28,14,35,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:35:55
2023,5,28,14,36,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:36:05
2023,5,28,14,36,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:36:15
2023,5,28,14,36,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:36:25
2023,5,28,14,36,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:36:35
2023,5,28,14,36,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:36:45
2023,5,28,14,36,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:36:55
2023,5,28,14,37,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:37:05
2023,5,28,14,37,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:37:15
2023,5,28,14,37,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:37:25
2023,5,28,14,37,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:37:35
2023,5,28,14,37,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:37:45
2023,5,28,14,37,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:37:55
2023,5,28,14,38,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:38:05
2023,5,28,14,38,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:38:15
2023,5,28,14,38,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:38:25
2023,5,28,14,38,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:38:35
2023,5,28,14,38,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:38:45
2023,5,28,14,38,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:38:55
2023,5,28,14,39,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:39:05
2023,5,28,14,39,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:39:15
2023,5,28,14,39,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:39:25
2023,5,28,14,39,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:39:35
2023,5,28,14,39,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:39:45
2023,5,28,14,39,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:39:55
2023,5,28,14,40,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:40:05
2023,5,28,14,40,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:40:15
2023,5,28,14,40,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:40:25
2023,5,28,14,40,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:40:35
2023,5,28,14,40,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:40:45
2023,5,28,14,40,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:40:55
2023,5,28,14,41,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:41:05
2023,5,28,14,41,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:41:15
2023,5,28,14,41,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:41:25
2023,5,28,14,41,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:41:35
2023,5,28,14,41,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:41:45
2023,5,28,14,41,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:41:55
2023,5,28,14,42,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:42:05
2023,5,28,14,42,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:42:15
2023,5,28,14,42,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:42:25
2023,5,28,14,42,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:42:35
2023,5,28,14,42,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:42:45
2023,5,28,14,42,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:42:55
2023,5,28,14,43,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:43:05
2023,5,28,14,43,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:43:15
2023,5,28,14,43,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:43:25
2023,5,28,14,43,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:43:35
2023,5,28,14,43,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:43:45
2023,5,28,14,43,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:43:55
2023,5,28,14,44,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:44:05
2023,5,28,14,44,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:44:15
2023,5,28,14,44,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:44:25
2023,5,28,14,44,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:44:35
2023,5,28,14,44,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:44:45
2023,5,28,14,44,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:44:55
2023,5,28,14,45,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:45:05
2023,5,28,14,45,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:45:15
2023,5,28,14,45,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:45:25
2023,5,28,14,45,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:45:35
2023,5,28,14,45,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:45:45
2023,5,28,14,45,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:45:55
2023,5,28,14,46,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:46:05
2023,5,28,14,46,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:46:15
2023,5,28,14,46,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:46:25
2023,5,28,14,46,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:46:35
2023,5,28,14,46,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:46:45
2023,5,28,14,46,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:46:55
2023,5,28,14,47,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:47:05
2023,5,28,14,47,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:47:15
2023,5,28,14,47,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:47:25
2023,5,28,14,47,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:47:35
2023,5,28,14,47,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:47:45
2023,5,28,14,47,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:47:55
2023,5,28,14,48,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:48:05
2023,5,28,14,48,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:48:15
2023,5,28,14,48,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:48:25
2023,5,28,14,48,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:48:35
2023,5,28,14,48,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:48:45
2023,5,28,14,48,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:48:55
2023,5,28,14,49,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:49:05
2023,5,28,14,49,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:49:15
2023,5,28,14,49,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:49:25
2023,5,28,14,49,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:49:35
2023,5,28,14,49,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:49:45
2023,5,28,14,49,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:49:55
2023,5,28,14,50,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:50:05
2023,5,28,14,50,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:50:15
2023,5,28,14,50,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:50:25
2023,5,28,14,50,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:50:35
2023,5,28,14,50,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:50:45
2023,5,28,14,50,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:50:55
2023,5,28,14,51,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:51:05
2023,5,28,14,51,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:51:15
2023,5,28,14,51,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:51:25
2023,5,28,14,51,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:51:35
2023,5,28,14,51,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:51:45
2023,5,28,14,51,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:51:55
2023,5,28,14,52,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:52:05
2023,5,28,14,52,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:52:15
2023,5,28,14,52,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:52:25
2023,5,28,14,52,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:52:35
2023,5,28,14,52,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:52:45
2023,5,28,14,52,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:52:55
2023,5,28,14,53,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:53:05
2023,5,28,14,53,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:53:15
2023,5,28,14,53,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:53:25
2023,5,28,14,53,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:53:35
2023,5,28,14,53,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:53:45
2023,5,28,14,53,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:53:55
2023,5,28,14,54,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:54:05
2023,5,28,14,54,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:54:15
2023,5,28,14,54,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:54:25
2023,5,28,14,54,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:54:35
2023,5,28,14,54,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:54:45
2023,5,28,14,54,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:54:55
2023,5,28,14,55,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:55:05
2023,5,28,14,55,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:55:15
2023,5,28,14,55,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:55:25
2023,5,28,14,55,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:55:35
2023,5,28,14,55,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:55:45
2023,5,28,14,55,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:55:55
2023,5,28,14,56,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:56:05
2023,5,28,14,56,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:56:15
2023,5,28,14,56,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:56:25
2023,5,28,14,56,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:56:35
2023,5,28,14,56,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:56:45
2023,5,28,14,56,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:56:55
2023,5,28,14,57,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:57:05
2023,5,28,14,57,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:57:15
2023,5,28,14,57,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:57:25
2023,5,28,14,57,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:57:35
2023,5,28,14,57,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:57:45
2023,5,28,14,57,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:57:55
2023,5,28,14,58,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:58:05
2023,5,28,14,58,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:58:15
2023,5,28,14,58,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:58:25
2023,5,28,14,58,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:58:35
2023,5,28,14,58,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:58:45
2023,5,28,14,58,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:58:55
2023,5,28,14,59,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:59:05
2023,5,28,14,59,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:59:15
2023,5,28,14,59,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:59:25
2023,5,28,14,59,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:59:35
2023,5,28,14,59,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:59:45
2023,5,28,14,59,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:59:55
2023,5,28,15,0,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:00:05
2023,5,28,15,0,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:00:15
2023,5,28,15,0,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:00:25
2023,5,28,15,0,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:00:35
2023,5,28,15,0,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:00:45
2023,5,28,15,0,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:00:55
2023,5,28,15,1,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:01:05
2023,5,28,15,1,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:01:15
2023,5,28,15,1,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:01:25
2023,5,28,15,1,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:01:35
2023,5,28,15,1,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:01:45
2023,5,28,15,1,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:01:55
2023,5,28,15,2,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:02:05
2023,5,28,15,2,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:02:15
2023,5,28,15,2,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:02:25
2023,5,28,15,2,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:02:35
2023,5,28,15,2,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:02:45
2023,5,28,15,2,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:02:55
2023,5,28,15,3,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:03:05
2023,5,28,15,3,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:03:15
2023,5,28,15,3,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:03:25
2023,5,28,15,3,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:03:35
2023,5,28,15,3,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:03:45
2023,5,28,15,3,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:03:55
2023,5,28,15,4,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:04:05
2023,5,28,15,4,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:04:15
2023,5,28,15,4,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:04:25
2023,5,28,15,4,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:04:35
2023,5,28,15,4,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:04:45
2023,5,28,15,4,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:04:55
2023,5,28,15,5,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:05:05
2023,5,28,15,5,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:05:15
2023,5,28,15,5,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:05:25
2023,5,28,15,5,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:05:35
2023,5,28,15,5,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:05:45
2023,5,28,15,5,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:05:55
2023,5,28,15,6,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:06:05
2023,5,28,15,6,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:06:15
2023,5,28,15,6,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:06:25
2023,5,28,15,6,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:06:35
2023,5,28,15,6,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:06:45
2023,5,28,15,6,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:06:55
2023,5,28,15,7,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:07:05
2023,5,28,15,7,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:07:15
2023,5,28,15,7,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:07:25
2023,5,28,15,7,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:07:35
2023,5,28,15,7,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:07:45
2023,5,28,15,7,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:07:55
2023,5,28,15,8,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:08:05
2023,5,28,15,8,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:08:15
2023,5,28,15,8,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:08:25
2023,5,28,15,8,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:08:35
2023,5,28,15,8,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:08:45
2023,5,28,15,8,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:08:55
2023,5,28,15,9,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:09:05
2023,5,28,15,9,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:09:15
2023,5,28,15,9,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:09:25
2023,5,28,15,9,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:09:35
2023,5,28,15,9,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:09:45
2023,5,28,15,9,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:09:55
2023,5,28,15,10,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:10:05
2023,5,28,15,10,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:10:15
2023,5,28,15,10,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:10:25
2023,5,28,15,10,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:10:35
2023,5,28,15,10,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:10:45
2023,5,28,15,10,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:10:55
2023,5,28,15,11,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:11:05
2023,5,28,15,11,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:11:15
2023,5,28,15,11,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:11:25
2023,5,28,15,11,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:11:35
2023,5,28,15,11,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:11:45
2023,5,28,15,11,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:11:55
2023,5,28,15,12,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:12:05
2023,5,28,15,12,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:12:15
2023,5,28,15,12,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:12:25
2023,5,28,15,12,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:12:35
2023,5,28,15,12,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:12:45
2023,5,28,15,12,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:12:55
2023,5,28,15,13,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:13:05
2023,5,28,15,13,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:13:15
2023,5,28,15,13,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:13:25
2023,5,28,15,13,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:13:35
2023,5,28,15,13,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:13:45
2023,5,28,15,13,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:13:55
2023,5,28,15,14,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:14:05
2023,5,28,15,14,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:14:15
2023,5,28,15,14,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:14:25
2023,5,28,15,14,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:14:35
2023,5,28,15,14,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:14:45
2023,5,28,15,14,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:14:55
2023,5,28,15,15,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:15:05
2023,5,28,15,15,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:15:15
2023,5,28,15,15,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:15:25
2023,5,28,15,15,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:15:35
2023,5,28,15,15,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:15:45
2023,5,28,15,15,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:15:55
2023,5,28,15,16,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:16:05
2023,5,28,15,16,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:16:15
2023,5,28,15,16,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:16:25
2023,5,28,15,16,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:16:35
2023,5,28,15,16,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:16:45
2023,5,28,15,16,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:16:55
2023,5,28,15,17,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:17:05
2023,5,28,15,17,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:17:15
2023,5,28,15,17,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:17:25
2023,5,28,15,17,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:17:35
2023,5,28,15,17,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:17:45
2023,5,28,15,17,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:17:55
2023,5,28,15,18,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:18:05
2023,5,28,15,18,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:18:15
2023,5,28,15,18,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:18:25
2023,5,28,15,18,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:18:35
2023,5,28,15,18,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:18:45
2023,5,28,15,18,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:18:55
2023,5,28,15,19,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:19:05
2023,5,28,15,19,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:19:15
2023,5,28,15,19,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:19:25
2023,5,28,15,19,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:19:35
2023,5,28,15,19,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:19:45
2023,5,28,15,19,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:19:55
2023,5,28,15,20,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:20:05
2023,5,28,15,20,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:20:15
2023,5,28,15,20,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:20:25
2023,5,28,15,20,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:20:35
2023,5,28,15,20,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:20:45
2023,5,28,15,20,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:20:55
2023,5,28,15,21,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:21:05
2023,5,28,15,21,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:21:15
2023,5,28,15,21,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:21:25
2023,5,28,15,21,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:21:35
2023,5,28,15,21,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:21:45
2023,5,28,15,21,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:21:55
2023,5,28,15,22,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:22:05
2023,5,28,15,22,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:22:15
2023,5,28,15,22,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:22:25
2023,5,28,15,22,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:22:35
2023,5,28,15,22,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:22:45
2023,5,28,15,22,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:22:55
2023,5,28,15,23,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:23:05
2023,5,28,15,23,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:23:15
2023,5,28,15,23,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:23:25
2023,5,28,15,23,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:23:35
2023,5,28,15,23,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:23:45
2023,5,28,15,23,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:23:55
